name,phone,addr:housenumber,addr:street,addr:city,addr:state,addr:postcode,operator,isced:level,grades,religion,denomination,wikidata,wikipedia,website
Byron Center High School,+1 616 878 6600,8500,Burlingame Ave Sw,Byron Center,MI,49315,Byron Center Public Schools,3,9;10;11;12,,
Byron Center West Middle School,+1 616 878 6500,8654,Homerich Ave Sw,Byron Center,MI,49315,Byron Center Public Schools,2;3,6;7;8;9,,
Countryside Elementary School,+1 616 878 6900,8200,Eastern Ave Se,Byron Center,MI,49315,Byron Center Public Schools,0;1,PK;K;1;2;3;4,,
Marshall Elementary School,+1 616 878 6300,1756,64Th St Sw,Byron Center,MI,49315,Byron Center Public Schools,0;1,PK;K;1;2;3;4,,
Robert L. Nickels Intermediate School,+1 616 878 6400,8638,Byron Center Ave Sw,Byron Center,MI,49315,Byron Center Public Schools,1;2,3;4;5;6;7,,
Caledonia Elementary School,+1 616 891 8181,9770,Duncan Lake Ave Se,Caledonia,MI,49316,Caledonia Community Schools,0;1,K;1;2;3;4;5,,
Caledonia High School,+1 616 891 8129,9050,Kraft Ave Se,Caledonia,MI,49316,Caledonia Community Schools,3,9;10;11;12,,,Q17513590,Caledonia High School (Michigan),
Duncan Lake Early Childhood Center,+1 616 891 6220,9751,Duncan Lake Ave Se,Caledonia,MI,49316,Caledonia Community Schools,0,PK,,
Duncan Lake Middle School,+1 616 891 1380,9757,Duncan Lake Ave Se,Caledonia,MI,49316,Caledonia Community Schools,2,6;7;8,,
Duncan Lake Transitions Program,+1 616 891 8145,9753,Duncan Lake Ave Se,Caledonia,MI,49316,Caledonia Community Schools,,,,
Dutton Elementary School,+1 616 698 8982,3820,68Th St Se,Caledonia,MI,49316,Caledonia Community Schools,0;1,K;1;2;3;4;5,,
Emmons Lake Elementary School,+1 616 528 8100,8950,Kraft Ave Se,Caledonia,MI,49316,Caledonia Community Schools,0;1,K;1;2;3;4;5,,
Kettle Lake Elementary School,+1 616 868 6113,8451,Garbow Dr Se,Alto,MI,49302,Caledonia Community Schools,0;1,K;1;2;3;4;5,,
Kraft Meadows Middle School,+1 616 891 8649,9230,Kraft Ave Se,Caledonia,MI,49316,Caledonia Community Schools,2,6;7;8,,
Paris Ridge Elementary School,+1 616 891 7033,4690,Paris Ridge Ave Se,Caledonia,MI,49316,Caledonia Community Schools,0;1,K;1;2;3;4;5,,
Beach Elementary School,+1 616 696 0350,204,East Muskegon St,Cedar Springs,MI,49319,Cedar Springs Public Schools,1,2;3,,
Cedar Springs High School,+1 616 696 1200,204,East Muskegon St,Cedar Springs,MI,49319,Cedar Springs Public Schools,3,9;10;11;12,,
Cedar Springs Middle School,+1 616 696 9100,4873,16 Mile Rd Ne,Cedar Springs,MI,49319,Cedar Springs Public Schools,2,7;8,,
Cedar Trails Elementary School,+1 616 696 9884,204,East Muskegon St,Cedar Springs,MI,49319,Cedar Springs Public Schools,0;1,PK;K;1,,
Cedar View Elementary School,+1 616 696 9102,204,East Muskegon St,Cedar Springs,MI,49319,Cedar Springs Public Schools,1;2,4;5;6,,
New Beginnings Alternative High School,+1 616 696 1203,204,East Muskegon St,Cedar Springs,MI,49319,Cedar Springs Public Schools,3,9;10;11;12,,
R1TS,+1 616 696 0580,204,East Muskegon St,Cedar Springs,MI,49319,Cedar Springs Public Schools,,,,
Red Hawk Elementary School,+1 616 696 7330,204,East Muskegon St,Cedar Springs,MI,49319,Cedar Springs Public Schools,2,6,,
Chandler Woods Charter Academy,+1 616 866 6000,6895,Samrick Ave Ne,Belmont,MI,49306,Chandler Woods Charter Academy,0;1;2,K;1;2;3;4;5;6;7;8,,
Comstock Park Flex Academy,+1 616 254 5016,150,6 Mile Rd Ne,Comstock Park,MI,49321,Comstock Park Public Schools,3,9;10;11;12,,
Comstock Park High School,+1 616 254 5200,150,6 Mile Rd Ne,Comstock Park,MI,49321,Comstock Park Public Schools,3,9;10;11;12,,
Mill Creek Middle School,+1 616 254 5100,100,Betty St Ne,Comstock Park,MI,49321,Comstock Park Public Schools,2,6;7;8,,
Pine Island Elementary School,+1 616 254 5500,6101,Pine Island Dr Ne,Comstock Park,MI,49321,Comstock Park Public Schools,1,3;4;5,,
Stoney Creek Elementary School,+1 616 254 5600,200,Lantern Dr Ne,Comstock Park,MI,49321,Comstock Park Public Schools,0;1,PK;K;1;2,,
Covenant House Academy Grand Rapids,+1 616 364 2000,50,Antoine St Sw,Grand Rapids,MI,49507,Covenant House Academy,3,9;10;11;12,,
Creative Technologies Academy,+1 616 696 4905,350,Pine St,Cedar Springs,MI,49319,Creative Technologies Academy,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Cross Creek Charter Academy,+1 616 656 4000,7701,Kalamazoo Ave Se,Byron Center,MI,49315,Cross Creek Charter Academy,0;1;2,K;1;2;3;4;5;6;7;8,,
Breton Downs School,+1 616 235 7552,2500,Boston St Se,Grand Rapids,MI,49506,East Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
East Grand Rapids High School,+1 616 235 7555,2211,Lake Dr Se,Grand Rapids,MI,49506,East Grand Rapids Public Schools,3,9;10;11;12,,,Q5328480,East Grand Rapids High School,http://egrhs.egrps.org/
East Grand Rapids Middle School,+1 616 235 7551,2425,Lake Dr Se,Grand Rapids,MI,49506,East Grand Rapids Public Schools,2,6;7;8,,
Lakeside School,+1 616 235 7553,2325,Hall St Se,Grand Rapids,MI,49506,East Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Wealthy School,+1 616 235 7550,1961,Lake Dr Se,Grand Rapids,MI,49506,East Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Excel Charter Academy,+1 616 281 9339,4201,Breton Rd Se,Grand Rapids,MI,49512,Excel Charter Academy,0;1;2,K;1;2;3;4;5;6;7;8,,
Ada Elementary School,+1 616 493 8940,731,Ada Dr Se,Ada,MI,49301,Forest Hills Public Schools,0;1,K;1;2;3;4,,
Ada Vista Elementary School,+1 616 493 8970,7192,Bradfield Ave Se,Ada,MI,49301,Forest Hills Public Schools,0;1,K;1;2;3;4,,
Central High School,+1 616 493 8700,5901,Hall St Se,Grand Rapids,MI,49546,Forest Hills Public Schools,3,9;10;11;12,,,Q5061175,Central High School (Detroit),
Central Middle School,+1 616 493 8750,5810,Ada Dr Se,Ada,MI,49301,Forest Hills Public Schools,2,7;8,,
Central Woodlands 5/6 School,+1 616 493 8790,400,Alta Dale Ave Se,Ada,MI,49301,Forest Hills Public Schools,1;2,5;6,,
Collins Elementary School,+1 616 493 8900,4368,Heather Ln Se,Grand Rapids,MI,49546,Forest Hills Public Schools,0;1,K;1;2;3;4,,
Eastern High School,+1 616 493 8830,2200,Pettis Ave Ne,Ada,MI,49301,Forest Hills Public Schools,3,9;10;11;12,,,Q5330180,Eastern High School (Michigan),http://eastern.lansingschools.net
Eastern Middle School,+1 616 493 8850,2200,Pettis Ave Ne,Ada,MI,49301,Forest Hills Public Schools,2,7;8,,
Goodwillie Environmental School,+1 616 493 8920,8400,2 Mile Rd Ne,Ada,MI,49301,Forest Hills Public Schools,1;2,5;6,,
Knapp Forest Elementary School,+1 616 493 8980,4243,Knapp Valley Dr Ne,Grand Rapids,MI,49525,Forest Hills Public Schools,0;1;2,K;1;2;3;4;5;6,,
Meadow Brook Elementary School,+1 616 493 8740,1450,Forest Hill Ave Se,Grand Rapids,MI,49546,Forest Hills Public Schools,0;1,K;1;2;3;4,,
Northern High School,+1 616 493 8600,3801,Leonard St Ne,Grand Rapids,MI,49525,Forest Hills Public Schools,3,9;10;11;12,,,Q17039986,"Northern High School (Detroit, Michigan)",
Northern Hills Middle School,+1 616 493 8650,3775,Leonard St Ne,Grand Rapids,MI,49525,Forest Hills Public Schools,2,7;8,,
Northern Trails 5/6 School,+1 616 493 8990,3777,Leonard St Ne,Grand Rapids,MI,49525,Forest Hills Public Schools,1;2,5;6,,
Orchard View Elementary School,+1 616 493 8930,2770,Leffingwell Ave Ne,Grand Rapids,MI,49525,Forest Hills Public Schools,0;1;2,K;1;2;3;4;5;6,,
Pine Ridge Elementary School,+1 616 493 8910,3250,Redford Dr Se,Grand Rapids,MI,49546,Forest Hills Public Schools,0;1,K;1;2;3;4,,
Thornapple Elementary School,+1 616 493 8920,6932,Bridgewater Dr Se,Grand Rapids,MI,49546,Forest Hills Public Schools,0;1,K;1;2;3;4,,
East Lee Campus,+1 616 241 2661,982,Lee St Sw,Wyoming,MI,49509,Godfrey-Lee Public Schools,3,9;10;11;12,,
Godfrey Elementary School,+1 616 243 0533,1920,Godfrey Ave Sw,Wyoming,MI,49509,Godfrey-Lee Public Schools,1,3;4;5,,
Godfrey-Lee Early Childhood Center,+1 616 452 8703,961,Joosten St Sw,Wyoming,MI,49509,Godfrey-Lee Public Schools,0;1,K;1;2,,
Lee High School,+1 616 452 3296,1335,Lee St Sw,Wyoming,MI,49509,Godfrey-Lee Public Schools,3,9;10;11;12,,,Q6513886,"Lee High School (Wyoming, Michigan)",
Lee Middle School,+1 616 452 3296,1335,Lee St Sw,Wyoming,MI,49509,Godfrey-Lee Public Schools,2,6;7;8,,
Godwin Heights Learning Center,+1 616 252 2040,3529,Division Ave S,Grand Rapids,MI,49548,Godwin Heights Public Schools,3,9;10;11;12,,
Godwin Heights Middle School,+1 616 252 2070,100,Wexford St Se,Grand Rapids,MI,49548,Godwin Heights Public Schools,2,6;7;8,,
Godwin Heights Senior High School,+1 616 252 2050,50,35Th St Sw,Grand Rapids,MI,49548,Godwin Heights Public Schools,3,9;10;11;12,,
North Godwin Elementary School,+1 616 252 2010,161,34Th St Sw,Grand Rapids,MI,49548,Godwin Heights Public Schools,1,3;4;5,,
West Godwin Elementary School,+1 616 252 2030,3546,Clyde Park Ave Sw,Wyoming,MI,49509,Godwin Heights Public Schools,0;1,K;1;2,,
Grand Rapids Child Discovery Center,+1 616 459 0330,409,Lafayette Ave Se,Grand Rapids,MI,49503,Grand Rapids Child Discovery Center,0;1,K;1;2;3;4;5,,
Aberdeen Academy,+1 616 819 2868,928,Aberdeen St Ne,Grand Rapids,MI,49505,Grand Rapids Public Schools,0;1;2,PK;K;1;2;3;4;5;6;7;8,,
Alger Middle School,+1 616 819 6200,921,Alger St Se,Grand Rapids,MI,49507,Grand Rapids Public Schools,2,6;7;8,,
Bethany Based School,+1 616 245 7708,901,Eastern Ave Ne,Grand Rapids,MI,49503,Grand Rapids Public Schools,1;2;3,4;5;6;7;8;9;10;11;12,,
Blandford Nature Center,+1 616 819 2555,3143,Milo St Nw,Grand Rapids,MI,49534,Grand Rapids Public Schools,2,6,,
Brookside Elementary School,+1 616 819 2242,2505,Madison Ave Se,Grand Rapids,MI,49507,Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Buchanan Elementary School,+1 616 819 2252,1775,Buchanan Ave Sw,Grand Rapids,MI,49507,Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Burton Elementary School,+1 616 819 2262,2133,Buchanan Ave Sw,Grand Rapids,MI,49507,Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Burton Middle School,+1 616 819 2269,2133,Buchanan Ave Sw,Grand Rapids,MI,49507,Grand Rapids Public Schools,2,6;7;8,,
CA Frost Environmental Science Academy Elementary School,+1 616 819 2250,1460,Laughlin Dr Nw,Grand Rapids,MI,49504,Grand Rapids Public Schools,0;1,PK;K;1;2;3;4;5,,
CA Frost Environmental Science Academy Middle High School,+1 616 819 2550,1417,Covell Ave Nw,Grand Rapids,MI,49504,Grand Rapids Public Schools,2;3,6;7;8;9;10;11;12,,
Campus Elementary School,+1 616 819 2535,710,Benjamin Ave Se,Grand Rapids,MI,49506,Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Center for Economicology,+1 616 819 2380,1720,Plainfield Ave Ne,Grand Rapids,MI,49505,Grand Rapids Public Schools,2,6,,
Cesar E. Chavez Elementary School,+1 616 819 2560,1205,Grandville Ave Sw,Grand Rapids,MI,49503,Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
City Middle/High,+1 616 819 2380,1720,Plainfield Ave Ne,Grand Rapids,MI,49505,Grand Rapids Public Schools,2;3,7;8;9;10;11;12,,
Coit Creative Arts Academy,+1 616 819 2390,617,Coit Ave Ne,Grand Rapids,MI,49503,Grand Rapids Public Schools,0;1,PK;K;1;2;3;4;5,,
Congress Elementary School,+1 616 819 2201,940,Baldwin St Se,Grand Rapids,MI,49506,Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Dickinson Academy,+1 616 819 2505,448,Dickinson St Se,Grand Rapids,MI,49507,Grand Rapids Public Schools,0;1;2,K;1;2;3;4;5;6;7;8,,
East Leonard Elementary School,+1 616 819 2525,410,Barnett St Ne,Grand Rapids,MI,49503,Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Gerald R. Ford Academic Center,+1 616 819 2640,851,Madison Ave Se,Grand Rapids,MI,49507,Grand Rapids Public Schools,0;1;2,K;1;2;3;4;5;6;7;8,,
Grand Rapids Learning Center,+1 616 819 2010,435,Fulton St E,Grand Rapids,MI,49503,Grand Rapids Public Schools,3,9;10;11;12,,
Grand Rapids Montessori Academy,+1 616 819 2405,159,College Ave Ne,Grand Rapids,MI,49503,Grand Rapids Public Schools,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Grand Rapids Montessori Middle/High,+1 616 819 2405,421,Fountain St Ne,Grand Rapids,MI,49503,Grand Rapids Public Schools,2;3,7;8;9;10;11;12,,
Grand Rapids Public Museum High,+1 616 819 6450,54,Jefferson Ave Se,Grand Rapids,MI,49503,Grand Rapids Public Schools,3,9;10,,
Grand Rapids Public Museum Middle,+1 616 819 3600,272,Pearl St Nw,Grand Rapids,MI,49504,Grand Rapids Public Schools,2,6;7;8,,
Grand Rapids University Preparatory Academy,+1 616 819 1010,512,Division Ave S,Grand Rapids,MI,49503,Grand Rapids Public Schools,2;3,6;7;8;9;10;11;12,,
Harrison Park Academy,+1 616 819 2565,1440,Davis Ave Nw,Grand Rapids,MI,49504,Grand Rapids Public Schools,0;1;2,K;1;2;3;4;5;6;7;8,,
Home Education Site,+1 616 819 2621,2405,Leonard St Ne,Grand Rapids,MI,49505,Grand Rapids Public Schools,1;2;3,1;2;3;4;5;6;7;8;9;10;11;12,,
Innovation Central High,+1 616 819 2310,421,Fountain St Ne,Grand Rapids,MI,49503,Grand Rapids Public Schools,3,9;10;11;12,,
John Ball Park Zoo School,+1 616 819 3344,1300,Fulton St W,Grand Rapids,MI,49504,Grand Rapids Public Schools,2,6,,
Ken-O-Sha Park Elementary School,+1 616 819 2696,1353,Van Auken St Se,Grand Rapids,MI,49508,Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Kent Hills Elementary School,+1 616 819 2727,1445,Emerald Ave Ne,Grand Rapids,MI,49505,Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Martin Luther King Leadership Academy,+1 616 819 2600,645,Logan St Se,Grand Rapids,MI,49503,Grand Rapids Public Schools,0;1;2,K;1;2;3;4;5;6;7;8,,
Mulick Park Elementary School,+1 616 819 2810,1761,Rosewood Ave Se,Grand Rapids,MI,49506,Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Newcomers Community School,+1 616 819 3160,1800,Tremont Blvd Nw,Grand Rapids,MI,49504,Grand Rapids Public Schools,3,9;10;11;12,,
North Park Montessori Academy,+1 616 819 2848,3375,Cheney Ave Ne,Grand Rapids,MI,49525,Grand Rapids Public Schools,0;1;2,K;1;2;3;4;5;6;7;8,,
Ottawa Hills High School,+1 616 819 2900,2055,Rosewood Ave Se,Grand Rapids,MI,49506,Grand Rapids Public Schools,3,9;10;11;12,,,Q7109187,Ottawa Hills High School (Michigan),
Palmer School,+1 616 819 2929,309,Palmer St Ne,Grand Rapids,MI,49505,Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Ridgemoor Park Montessori,+1 616 819 5321,2555,Inverness Rd. Se,Grand Rapids,MI,49546,Grand Rapids Public Schools,0;1;2,PK;K;1;2;3;4;5;6,,
Riverside Middle School,+1 616 819 2969,265,Eleanor St Ne,Grand Rapids,MI,49505,Grand Rapids Public Schools,2,6;7;8,,
Shawmut Hills School,+1 616 819 3055,2550,Burritt St Nw,Grand Rapids,MI,49504,Grand Rapids Public Schools,0;1;2,K;1;2;3;4;5;6;7;8,,
Sherwood Global Studies Academy,+1 616 819 3095,3859,Chamberlain Ave Se,Grand Rapids,MI,49508,Grand Rapids Public Schools,0;1;2,PK;K;1;2;3;4;5;6;7;8,,
Sibley School,+1 616 819 3100,943,Sibley St Nw,Grand Rapids,MI,49504,Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Southeast Career Pathways,+1 616 819 3082,1356,Jefferson Ave Se,Grand Rapids,MI,49507,Grand Rapids Public Schools,2;3,8;9;10;11;12,,
Southwest Community Campus School,+1 616 819 2947,801,Oakland Ave Sw,Grand Rapids,MI,49503,Grand Rapids Public Schools,0;1;2,PK;K;1;2;3;4;5;6;7;8,,
Stocking Elementary School,+1 616 819 3130,863,7Th St Nw,Grand Rapids,MI,49504,Grand Rapids Public Schools,0;1,K;1;2;3;4;5,,
Union High School,+1 616 819 3160,1800,Tremont Blvd Nw,Grand Rapids,MI,49504,Grand Rapids Public Schools,3,9;10;11;12,,,Q7885739,"Union High School (Grand Rapids, Michigan)",http://grpublicschools.org/unionhigh/
Westwood Middle School,+1 616 819 3322,1525,Mount Mercy Dr Nw,Grand Rapids,MI,49504,Grand Rapids Public Schools,2,6;7;8,,
Grand River Preparatory High  School,+1 616 261 1800,650,52Nd St Se,Grand Rapids,MI,49548,Grand River Preparatory High School,3,9;10;11;12,,
Grandville Central Elementary School,+1 616 254 6012,4052,Prairie St Sw,Grandville,MI,49418,Grandville Public Schools,0;1;2,PK;K;1;2;3;4;5;6,,
Grandville Century Park Learning Center,+1 616 254 6822,5710,Kenowa Ave Sw,Wyoming,MI,49418,Grandville Public Schools,0;1;2,PK;K;1;2;3;4;5;6,,
Grandville Cummings Elementary School,+1 616 254 6040,4261,Schoolcraft St Sw,Grand Rapids,MI,49534,Grandville Public Schools,0;1;2,PK;K;1;2;3;4;5;6,,
Grandville East Elementary School,+1 616 254 6080,3413,30Th St Sw,Grandville,MI,49418,Grandville Public Schools,0;1;2,K;1;2;3;4;5;6,,
Grandville Grand View Elementary School,+1 616 254 6120,3701,52Nd St Sw,Wyoming,MI,49418,Grandville Public Schools,0;1;2,K;1;2;3;4;5;6,,
Grandville High School,+1 616 254 6433,4700,Canal Ave Sw,Grandville,MI,49418,Grandville Public Schools,3,9;10;11;12,,
Grandville Middle School,+1 616 254 6612,3535,Wilson Ave Sw,Grandville,MI,49418,Grandville Public Schools,1;2,3;4;5;6;7;8,,
Grandville South Elementary School,+1 616 254 6211,3650,Navaho St Sw,Grandville,MI,49418,Grandville Public Schools,0;1;2,K;1;2;3;4;5;6,,
Grandville West Elementary School,+1 616 254 6250,3777,Aaron Ave Sw,Grandville,MI,49418,Grandville Public Schools,0;1;2,K;1;2;3;4;5;6,,
Hope Academy of West Michigan,+1 616 301 8458,240,"Brown Street, Se",Grand Rapids,MI,49507,Hope Academy of West Michigan,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
54th Street Academy,+1 616 531 7433,173,54Th St Sw,Grand Rapids,MI,49548,Kelloggsville Public Schools,3,9;10;11;12,,
East Kelloggsville School,+1 616 532 1580,4656,Jefferson Ave Se,Grand Rapids,MI,49548,Kelloggsville Public Schools,0;1,K;1;2;3,,
Kelloggsville High School,+1 616 532 1570,4787,Division Ave Sw,Wyoming,MI,49548,Kelloggsville Public Schools,3,9;10;11;12,,
Kelloggsville Middle School,+1 616 532 1575,4650,Division Ave S,Grand Rapids,MI,49548,Kelloggsville Public Schools,2,6;7;8,,
Southeast Kelloggsville School,+1 616 532 1590,240,52Nd St Se,Grand Rapids,MI,49548,Kelloggsville Public Schools,1,4;5,,
West Kelloggsville School,+1 616 532 1595,4555,Magnolia Ave Sw,Grand Rapids,MI,49548,Kelloggsville Public Schools,0;1,K;1;2;3,,
Alpine Elementary School,+1 616 784 0884,4730,Baumhoff Ave Nw,Comstock Park,MI,49321,Kenowa Hills Public Schools,0;1,K;1;2;3;4;5,,
Kenowa Hills Central Elementary School,+1 616 453 6351,4252,3 Mile Rd Nw,Grand Rapids,MI,49534,Kenowa Hills Public Schools,0;1,K;1;2;3;4;5,,
Kenowa Hills Early Childhood Center,+1 616 647 0910,3971,Richmond St Nw,Grand Rapids,MI,49534,Kenowa Hills Public Schools,,,,
Kenowa Hills High School,+1 616 784 2400,3825,Hendershot Ave Nw,Grand Rapids,MI,49544,Kenowa Hills Public Schools,3,9;10;11;12,,,Q6391329,Kenowa Hills High School,
Kenowa Hills Middle School,+1 616 785 3225,3950,Hendershot Ave Nw,Grand Rapids,MI,49544,Kenowa Hills Public Schools,2,6;7;8,,
Kenowa Hills Pathways High School,+1 616 784 2511,3950,Hendershot Nw,Grand Rapids,MI,49544,Kenowa Hills Public Schools,3,9;10;11;12,,
Zinser Elementary School,+1 616 453 2461,3949,Leonard St. Nw,Grand Rapids,MI,49534,Kenowa Hills Public Schools,0;1,K;1;2;3;4;5,,
Kent City Alternative High School,+1 616 678 7714,200,N Clover St,Kent City,MI,49330,Kent City Community Schools,3,9;10;11;12,,
Kent City Elementary School,+1 616 678 4181,29,College St,Kent City,MI,49330,Kent City Community Schools,0;1,PK;K;1;2;3;4;5,,
Kent City High School,+1 616 678 4210,351,North Main St,Kent City,MI,49330,Kent City Community Schools,2;3,8;9;10;11;12,,,Q6391647,Kent City High School,
Kent City Middle School,+1 616 678 4214,285,North Main St,Kent City,MI,49330,Kent City Community Schools,2,6;7;8,,
Bowen Elementary School,+1 616 455 5220,4483,Kalamazoo Ave Se,Grand Rapids,MI,49508,Kentwood Public Schools,0;1,K;1;2;3;4;5,,
Brookwood Elementary School,+1 616 455 0030,5465,Kalamazoo Ave Se,Grand Rapids,MI,49508,Kentwood Public Schools,0;1,K;1;2;3;4;5,,
Challenger Elementary School,+1 616 698 2524,2475,52Nd St Se,Grand Rapids,MI,49508,Kentwood Public Schools,0;1,PK;K;1;2;3;4;5,,
Crestwood Middle School,+1 616 455 1200,2674,44Th St Se,Grand Rapids,MI,49512,Kentwood Public Schools,2,6;7;8,,
Crossroads Alternative High School,+1 616 261 6166,28,60Th St Se,Grand Rapids,MI,49548,Kentwood Public Schools,2;3,6;7;8;9;10;11;12,,
Discovery Elementary School,+1 616 871 1080,2461,60Th St Se,Grand Rapids,MI,49508,Kentwood Public Schools,0;1,PK;K;1;2;3;4;5,,
East Kentwood Freshman Campus,+1 616 698 9292,6170,Valley Lane Dr Se,Grand Rapids,MI,49508,Kentwood Public Schools,3,9,,
East Kentwood High School,+1 616 698 6700,6230,Kalamazoo Ave Se,Grand Rapids,MI,49508,Kentwood Public Schools,3,10;11;12,,,Q5328709,East Kentwood High School,http://www.kentwoodps.org/ourschools/eastkentwoodhighschool1012/
Endeavor Elementary School,+1 616 554 5241,5757,East Paris Ave Se,Grand Rapids,MI,49512,Kentwood Public Schools,0;1,PK;K;1;2;3;4;5,,
Explorer Elementary School,+1 616 554 0302,2307,68Th St Se,Caledonia,MI,49316,Kentwood Public Schools,0;1,PK;K;1;2;3;4;5,,
Glenwood Elementary School,+1 616 455 2510,912,Silverleaf St Se,Grand Rapids,MI,49508,Kentwood Public Schools,0;1,PK;K;1;2;3;4;5,,
Meadowlawn Elementary School,+1 616 534 4608,4939,Burgis Ave Se,Grand Rapids,MI,49508,Kentwood Public Schools,0;1,K;1;2;3;4;5,,
Pine Rest - Kentwood Public Schools,+1 616 281 6363,6945,Madison Ave Se,Grand Rapids,MI,49548,Kentwood Public Schools,1;2;3,1;2;3;4;5;6;7;8;9;10;11;12,,
Pinewood Middle School,+1 616 455 1224,2100,60Th St Se,Grand Rapids,MI,49508,Kentwood Public Schools,2,6;7;8,,
Southwood Elementary School,+1 616 455 7230,630,66Th St Se,Grand Rapids,MI,49548,Kentwood Public Schools,0;1,PK;K;1;2;3;4;5,,
Townline Elementary School,+1 616 538 4120,100,60Th St Se,Grand Rapids,MI,49548,Kentwood Public Schools,0;1,PK;K;1;2;3;4;5,,
Valleywood Middle School,+1 616 538 7670,1110,50Th St Se,Grand Rapids,MI,49508,Kentwood Public Schools,2,6;7;8,,
Knapp Charter Academy,+1 616 364 1100,1759,Leffingwell Ave Ne,Grand Rapids,MI,49525,Knapp Charter Academy,0;1;2,K;1;2;3;4;5;6;7;8,,
Lighthouse Academy,+1 616 949 2287,3300,36Th St Se,Grand Rapids,MI,49512,Lighthouse Academy,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Lighthouse Academy - Eagle Village,+1 231 832 7301,4507,170Th Avenue,Hersey,MI,49639,Lighthouse Academy,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Lighthouse Academy - North Campus,+1 616 965 9700,1260,Ekhart St Ne,Grand Rapids,MI,49503,Lighthouse Academy,1;2;3,3;4;5;6;7;8;9;10;11;12,,
Lighthouse Academy - Saint Johns,+1 616 361 5227,2355,Knapp St Ne,Grand Rapids,MI,49505,Lighthouse Academy,0;1;2;3,K;1;2;3;4;5;6;7;8;9;10;11;12,,
Lighthouse Academy - The Pier,+1 616 617 9321,703,"Ball Avenue, N.E.",Grand Rapids,MI,49503,Lighthouse Academy,3,9;10;11;12,,
Lighthouse Academy - Waalkes,+1 616 617 9321,1501,Cedar St Ne,Grand Rapids,MI,49503,Lighthouse Academy,1;2;3,2;3;4;5;6;7;8;9;10;11;12,,
Alto Elementary School,+1 616 987 2600,6150,Bancroft Ave Se,Alto,MI,49302,Lowell Area Schools,0;1,PK;K;1;2;3;4;5,,
Bushnell Elementary School,+1 616 987 2650,700,Elizabeth St,Lowell,MI,49331,Lowell Area Schools,0;1,PK;K;1,,
Cherry Creek Elementary School,+1 616 987 2700,12675,Foreman St,Lowell,MI,49331,Lowell Area Schools,1,2;3;4;5,,
Lowell Middle School,+1 616 987 2800,750,Foreman St,Lowell,MI,49331,Lowell Area Schools,2,6;7;8,,
Lowell Senior High School,+1 616 987 2900,11700,Vergennes St,Lowell,MI,49331,Lowell Area Schools,3,9;10;11;12,,
Murray Lake Elementary School,+1 616 987 2750,3275,Alden Nash Ave Ne,Lowell,MI,49331,Lowell Area Schools,0;1,PK;K;1;2;3;4;5,,
Unity Alternative School,+1 616 987 2550,,300 High St,Lowell,MI,49331,Lowell Area Schools,3,9;10;11;12,,
New Branches Charter Academy,+1 616 243 6221,3662,"Poinsettia Avenue, Se",Grand Rapids,MI,49508,New Branches Charter Academy,0;1;2,K;1;2;3;4;5;6;7;8,,
NexTech High School,+1 616 458 4992,801,Broadway Ave Nw,Grand Rapids,MI,49504,NexTech High School,3,9;10;11;12,,
Crossroads Middle School,+1 616 361 3430,4400,Ambrose Ave Ne,Grand Rapids,MI,49525,Northview Public Schools,2,7;8,,
East Oakview Elementary School,+1 616 361 3460,3940,Suburban Shores Dr Ne,Grand Rapids,MI,49525,Northview Public Schools,0;1,PK;K;1;2;3;4,,
Highlands School,+1 616 361 3440,4645,Chandy Dr Ne,Grand Rapids,MI,49525,Northview Public Schools,1;2,5;6,,
North Oakview Elementary School,+1 616 361 3450,4300,Costa Ave Ne,Grand Rapids,MI,49525,Northview Public Schools,0;1,PK;K;1;2;3;4,,
Northview High School,+1 616 363 4857,4451,Hunsberger Ave Ne,Grand Rapids,MI,49525,Northview Public Schools,3,9;10;11;12,,,Q15262584,Northview High School (Michigan),http://www.nvps.net/highschool/index.php?option=com_content&view=frontpage&Itemid=1
Northview Next Career Center,+1 616 361 7396,3801,E Beltline Ave Ne,Grand Rapids,MI,49525,Northview Public Schools,3,9;10;11;12,,
